reviewid,orderid,productid,userid,rating,reviewtext,reviewdate
18512,8547,1319,9110,4,Highly recommend this brand.,2/08/2024 12:16
28369,13047,1839,4162,4,"""Excellent product; will buy again.""",9/10/2024 9:02
4134,1886,467,3572,3,Decent product for the price.,28/05/2024 5:56
20446,9451,337,7206,3,Value for money.,6/08/2024 19:21
11798,5430,1053,9356,3,"""Not as expected; quality is poor.""",19/02/2025 4:17
8414,3849,991,8342,5,"""Not as expected; quality is poor.""",26/04/2025 19:30
32357,14860,1926,752,4,Color was different from images.,26/06/2024 7:33
40263,18462,524,8921,4,Item arrived damaged.,5/08/2025 15:46
12918,5934,1040,481,3,Item arrived damaged.,16/05/2024 3:36
38164,17503,267,7649,1,Highly recommend this brand.,20/07/2025 18:20
8119,3713,1309,4045,3,Decent product for the price.,12/01/2025 0:50
8953,4097,1581,4268,4,Works perfectly!,19/08/2025 0:35
13758,6335,1599,9266,4,Value for money.,14/12/2024 21:46
27840,12805,1430,5618,4,Item arrived damaged.,7/11/2024 7:15
10992,5058,1683,2775,2,"""Not as expected; quality is poor.""",8/10/2025 22:28
15308,7052,1038,6644,4,Item arrived damaged.,26/06/2025 4:29
594,266,573,8502,2,"""Excellent product; will buy again.""",30/03/2024 11:17
31627,14521,1149,4764,4,Customer service was helpful.,30/09/2025 10:12
5094,2322,1385,4975,3,Fast shipping and good packaging.,9/01/2024 19:41
12715,5838,1951,9158,4,Customer service was helpful.,1/03/2024 15:25
734,325,889,9808,2,Color was different from images.,17/02/2024 7:33
16189,7484,545,5986,3,"""Excellent product; will buy again.""",19/01/2025 14:06
32589,14960,1787,3828,5,Value for money.,13/06/2025 2:37
12050,5544,556,7566,5,"""Excellent product; will buy again.""",23/10/2025 2:18
31381,14407,760,9511,4,Item arrived damaged.,7/01/2025 18:17
17317,7996,1924,2756,3,Fast shipping and good packaging.,28/04/2024 3:05
39694,18202,286,3091,5,"""Not as expected; quality is poor.""",4/03/2025 7:08
4058,1850,1922,4475,4,Works perfectly!,4/02/2024 19:19
26112,12023,338,7591,3,Works perfectly!,29/09/2025 15:12
8015,3671,1535,1906,2,"""Not as expected; quality is poor.""",27/08/2024 17:31
36888,16926,947,8550,4,Decent product for the price.,5/07/2024 19:13
16061,7418,441,3335,4,Highly recommend this brand.,19/03/2024 1:22
38954,17851,1954,3485,5,Color was different from images.,12/08/2025 13:11
25114,11593,304,518,5,Works perfectly!,4/06/2024 14:06
5689,2585,1707,1650,5,Customer service was helpful.,22/10/2025 16:28
30813,14150,930,7566,3,"""Excellent product; will buy again.""",28/01/2025 15:49
11588,5330,1852,6445,2,Works perfectly!,30/06/2024 12:01
17003,7852,427,7633,2,Value for money.,30/09/2025 17:26
12099,5564,1065,6247,4,Value for money.,15/06/2025 22:08
33361,15317,789,2091,3,Fast shipping and good packaging.,2/12/2024 16:18
22640,10453,551,9349,3,Fast shipping and good packaging.,15/06/2025 10:28
40939,18772,64,1419,5,Color was different from images.,20/03/2024 1:35
17365,8020,1186,879,3,"""Excellent product; will buy again.""",22/01/2025 0:04
21428,9902,153,3782,4,Value for money.,28/10/2024 21:20
33184,15244,1963,9778,3,Highly recommend this brand.,21/05/2025 20:55
12641,5805,984,8226,5,"""Excellent product; will buy again.""",28/05/2024 10:00
10219,4703,749,6703,4,Customer service was helpful.,23/01/2025 1:15
4552,2076,1760,8492,1,Color was different from images.,12/09/2025 21:25
2652,1220,1108,9818,4,Value for money.,14/05/2025 1:21
34192,15696,1900,5445,3,Customer service was helpful.,29/07/2025 13:16
41854,19201,1699,6072,5,Works perfectly!,3/11/2024 0:57
8583,3930,1565,4393,4,Fast shipping and good packaging.,28/04/2025 21:45
81,33,1756,286,2,Decent product for the price.,20/03/2025 9:36
39400,18065,1446,269,4,Color was different from images.,24/04/2025 16:45
32894,15101,678,6480,4,Color was different from images.,1/07/2025 10:16
179,71,431,8449,4,Fast shipping and good packaging.,17/09/2025 11:41
4117,1879,1702,3773,4,Color was different from images.,10/11/2025 4:16
1424,639,668,8489,4,Works perfectly!,21/02/2025 18:16
42408,19476,1011,5341,3,Fast shipping and good packaging.,15/04/2024 15:38
19063,8801,1369,4771,5,"""Not as expected; quality is poor.""",26/02/2024 4:10
11234,5173,994,4049,5,Item arrived damaged.,28/07/2025 0:34
4059,1851,1445,7783,4,Color was different from images.,12/11/2024 11:24
20996,9701,1924,6402,4,Value for money.,14/10/2025 16:26
32676,14999,1921,9945,4,Item arrived damaged.,26/09/2025 19:07
15933,7352,1289,4279,4,Works perfectly!,31/05/2025 17:48
2226,1030,637,220,4,Customer service was helpful.,4/01/2025 0:03
3718,1681,1002,4199,3,Customer service was helpful.,8/01/2024 15:57
23922,11039,162,926,3,"""Not as expected; quality is poor.""",21/01/2025 20:54
38403,17604,1580,8553,4,Item arrived damaged.,23/08/2024 2:09
42691,19614,312,5276,3,Decent product for the price.,9/05/2025 12:35
11185,5152,1318,6908,3,Color was different from images.,25/10/2024 12:44
23960,11055,1348,9061,4,Color was different from images.,13/07/2024 11:19
8581,3928,1792,5021,2,Decent product for the price.,21/03/2025 22:30
9348,4292,1941,97,4,Decent product for the price.,31/03/2025 16:08
2556,1175,821,134,3,Fast shipping and good packaging.,6/01/2025 0:04
4742,2157,192,6813,4,Color was different from images.,16/08/2024 19:46
41423,19000,894,9285,4,Decent product for the price.,16/12/2024 14:35
23106,10661,339,3564,5,Fast shipping and good packaging.,9/08/2024 8:35
10277,4729,372,6686,5,Color was different from images.,8/07/2025 19:59
21307,9850,407,9801,2,"""Excellent product; will buy again.""",16/03/2024 9:50
2207,1023,908,3255,4,Customer service was helpful.,1/04/2025 15:18
39367,18051,327,7716,3,Color was different from images.,22/09/2025 3:14
12066,5552,1838,2612,5,Item arrived damaged.,4/01/2025 9:44
30925,14202,1858,1825,4,Color was different from images.,8/06/2025 1:03
40084,18379,1609,5853,3,Color was different from images.,30/07/2024 16:44
4119,1880,428,4788,4,Highly recommend this brand.,25/05/2025 10:31
12205,5608,535,2845,2,Fast shipping and good packaging.,23/01/2025 2:06
20037,9258,1928,1068,2,"""Excellent product; will buy again.""",18/01/2024 12:20
7607,3463,816,4855,4,"""Not as expected; quality is poor.""",10/11/2025 14:27
5039,2300,816,1064,3,Color was different from images.,4/08/2025 15:57
3565,1613,2000,3174,3,Value for money.,30/06/2025 5:55
27654,12717,1688,232,1,Value for money.,1/01/2025 17:44
9720,4471,819,6911,2,"""Excellent product; will buy again.""",17/04/2025 0:10
25916,11945,49,1632,4,Highly recommend this brand.,18/02/2025 17:46
42638,19590,819,8143,3,Highly recommend this brand.,7/03/2024 6:02
37152,17054,57,4377,5,Value for money.,23/07/2024 11:55
10760,4953,1149,3544,3,Color was different from images.,26/12/2024 0:12
2097,967,1431,1488,5,Value for money.,29/02/2024 6:49
38394,17600,1051,4338,4,Customer service was helpful.,5/02/2024 7:54
14436,6650,724,4277,4,Item arrived damaged.,1/02/2024 4:58
5416,2466,979,2178,4,Item arrived damaged.,5/09/2024 0:47
34148,15673,1588,23,5,Value for money.,6/07/2025 1:59
4705,2142,1403,398,5,Works perfectly!,5/04/2024 5:12
35806,16445,1444,7244,3,Fast shipping and good packaging.,3/04/2024 12:43
27706,12741,1512,698,3,Decent product for the price.,22/08/2024 3:11
22282,10296,1347,717,2,Customer service was helpful.,3/10/2025 1:05
32406,14886,15,7673,5,Customer service was helpful.,24/10/2024 13:10
4064,1852,1056,2485,4,"""Excellent product; will buy again.""",22/03/2024 13:57
13447,6187,202,5313,2,Value for money.,18/05/2025 22:52
5375,2444,1918,8091,4,Value for money.,19/03/2025 13:58
39038,17891,580,2261,4,Decent product for the price.,24/12/2024 19:24
22411,10351,1571,3005,5,Value for money.,10/01/2025 3:03
6663,3019,1773,1997,5,Highly recommend this brand.,26/03/2024 10:48
39591,18153,1474,6126,4,Decent product for the price.,9/03/2024 4:47
20291,9377,1739,9729,4,Color was different from images.,28/08/2025 20:08
10166,4672,1248,8033,5,"""Excellent product; will buy again.""",4/05/2024 12:33
21532,9947,1373,1543,1,Decent product for the price.,23/08/2025 8:45
42812,19676,419,1071,4,Customer service was helpful.,10/03/2025 17:16
29289,13464,1415,8395,4,Fast shipping and good packaging.,12/01/2025 22:39
29446,13534,84,1687,4,Value for money.,15/08/2024 14:25
25827,11904,1323,3010,5,Decent product for the price.,24/08/2024 18:01
12686,5825,980,2197,4,"""Excellent product; will buy again.""",16/07/2024 1:46
5614,2556,1282,4441,5,Fast shipping and good packaging.,24/07/2024 8:11
19854,9187,1346,6147,3,Color was different from images.,20/03/2025 5:50
13872,6382,1360,5146,5,"""Not as expected; quality is poor.""",22/03/2024 15:30
2305,1063,1135,9818,3,Highly recommend this brand.,6/08/2024 13:17
3126,1420,231,7363,2,Value for money.,3/10/2025 0:03
24855,11466,1531,9069,4,Value for money.,15/08/2024 18:27
24015,11080,1768,8638,5,Decent product for the price.,1/01/2025 13:35
31918,14660,189,3916,5,Value for money.,9/09/2025 5:50
34700,15929,77,8055,4,Works perfectly!,2/04/2024 15:44
39880,18290,836,9147,5,Item arrived damaged.,25/07/2024 5:06
6349,2870,1833,2689,2,Value for money.,25/06/2025 12:46
10956,5042,1109,3514,5,"""Not as expected; quality is poor.""",29/04/2025 14:17
7995,3658,359,115,3,Works perfectly!,23/01/2025 13:57
4541,2071,184,8806,3,"""Not as expected; quality is poor.""",3/04/2025 6:59
11454,5274,820,778,5,"""Excellent product; will buy again.""",9/11/2025 15:21
855,382,1959,7177,5,"""Excellent product; will buy again.""",31/10/2025 19:12
16177,7477,1211,9942,5,Decent product for the price.,11/11/2024 11:25
38724,17743,1987,701,4,Highly recommend this brand.,13/02/2024 10:17
13253,6095,210,4575,5,"""Not as expected; quality is poor.""",25/03/2024 12:15
4019,1831,765,8947,5,Works perfectly!,31/01/2024 7:15
6111,2766,798,2890,5,Fast shipping and good packaging.,27/05/2024 8:00
33303,15294,676,7141,4,Item arrived damaged.,29/05/2025 19:23
20107,9294,1005,2051,4,"""Excellent product; will buy again.""",19/08/2025 7:16
13161,6048,187,7517,1,Item arrived damaged.,19/04/2024 6:40
36940,16949,458,6272,4,Customer service was helpful.,12/02/2025 15:30
7832,3576,123,7956,3,Color was different from images.,4/01/2024 5:44
40757,18686,1294,9229,5,Color was different from images.,5/09/2025 15:25
19013,8774,444,8326,5,Customer service was helpful.,18/10/2024 19:40
6827,3092,1491,8452,1,Item arrived damaged.,28/02/2025 18:48
31920,14662,1360,3565,4,Item arrived damaged.,7/02/2025 14:08
20611,9530,1810,3319,4,Fast shipping and good packaging.,3/01/2024 11:18
3044,1385,432,3801,3,"""Excellent product; will buy again.""",3/01/2024 23:28
28667,13189,1555,2628,5,Fast shipping and good packaging.,13/02/2024 6:26
9900,4540,903,6895,1,Fast shipping and good packaging.,28/12/2024 2:37
11035,5077,1248,4459,4,Item arrived damaged.,30/08/2025 8:21
33522,15397,526,2783,4,Item arrived damaged.,2/09/2024 9:10
5774,2620,1976,3554,4,Works perfectly!,17/06/2024 6:33
5668,2576,1764,659,3,Decent product for the price.,24/11/2024 23:00
3782,1710,675,5951,2,Fast shipping and good packaging.,19/08/2025 7:53
38857,17809,517,6027,1,Color was different from images.,26/08/2025 5:28
1637,749,24,3848,5,Decent product for the price.,6/10/2024 22:19
41588,19077,1158,9978,3,Fast shipping and good packaging.,10/11/2025 15:43
35008,16079,58,6113,5,"""Not as expected; quality is poor.""",4/10/2024 14:29
29050,13365,304,1670,4,Item arrived damaged.,28/06/2025 8:20
26316,12125,532,9282,3,Color was different from images.,12/11/2024 1:34
19244,8897,1037,414,3,Decent product for the price.,4/09/2025 1:39
7090,3212,539,6901,1,Works perfectly!,12/01/2024 14:12
28706,13208,1560,9246,4,Color was different from images.,19/03/2025 1:40
2650,1219,1459,3708,4,Works perfectly!,7/09/2024 9:52
18073,8358,1256,4285,2,Value for money.,11/05/2025 14:32
34129,15667,1177,8439,4,Highly recommend this brand.,29/02/2024 10:02
32416,14890,121,2104,3,Item arrived damaged.,28/06/2024 8:35
20956,9689,1977,6506,3,"""Not as expected; quality is poor.""",12/07/2024 1:55
17414,8042,126,8380,4,Decent product for the price.,18/01/2024 5:38
1177,526,113,2359,4,Decent product for the price.,24/09/2025 14:13
28708,13208,726,9246,4,Works perfectly!,11/12/2024 20:22
31955,14678,1157,1245,4,Value for money.,18/03/2025 13:48
29251,13450,1854,5724,2,Works perfectly!,23/03/2024 22:36
29000,13345,130,4678,3,Customer service was helpful.,21/07/2024 8:57
11482,5288,1974,8232,4,Value for money.,26/05/2024 13:38
12014,5528,1717,2743,5,Item arrived damaged.,22/01/2025 19:01
10238,4712,1372,2039,2,Works perfectly!,25/12/2024 4:59
15836,7311,1730,4891,1,Fast shipping and good packaging.,22/04/2025 1:10
2849,1306,963,8940,4,Item arrived damaged.,3/11/2025 11:36
42895,19718,284,2032,5,Customer service was helpful.,19/05/2025 5:57
33699,15480,1045,7532,5,"""Not as expected; quality is poor.""",16/09/2024 11:55
3135,1423,22,2179,5,Decent product for the price.,29/01/2025 5:20
35849,16468,1584,4348,3,Highly recommend this brand.,17/06/2024 23:01
25546,11785,1134,2048,3,Value for money.,21/04/2025 11:34
40921,18764,546,2102,3,Works perfectly!,9/10/2024 14:31
16202,7489,1618,9947,4,Highly recommend this brand.,2/03/2024 9:40
15061,6941,1530,4316,3,Color was different from images.,3/04/2025 1:16
27489,12642,221,1152,3,Highly recommend this brand.,30/07/2024 5:16
6253,2828,1516,5692,5,Item arrived damaged.,1/01/2024 1:23
41348,18966,1707,1681,4,Value for money.,16/03/2024 14:14
20663,9554,18,2461,3,Fast shipping and good packaging.,2/01/2025 10:40
16356,7554,1596,32,4,Works perfectly!,22/10/2025 2:13
32321,14844,1503,3480,5,Highly recommend this brand.,10/03/2024 12:21
40628,18627,760,4015,3,Color was different from images.,12/03/2024 7:06
29532,13573,560,9007,5,Decent product for the price.,6/04/2024 8:52
31469,14451,1923,4181,4,Works perfectly!,8/09/2025 23:22
1570,710,1741,6722,3,Item arrived damaged.,6/07/2025 13:33
1495,674,1279,6504,5,"""Excellent product; will buy again.""",27/03/2024 14:12
33101,15206,1637,8364,4,Value for money.,21/09/2025 13:41
21685,10010,1529,4119,4,Item arrived damaged.,23/10/2025 9:37
10933,5029,371,6757,4,Item arrived damaged.,30/08/2025 20:36
1248,556,1005,669,5,"""Not as expected; quality is poor.""",27/03/2025 8:22
1201,534,419,7978,4,Value for money.,15/06/2025 4:36
21571,9963,1248,8661,2,Customer service was helpful.,26/01/2024 21:27
13084,6009,745,6789,3,Highly recommend this brand.,16/12/2024 7:40
438,196,1642,8992,3,Color was different from images.,5/07/2025 20:39
18637,8607,1145,2754,5,"""Not as expected; quality is poor.""",16/06/2024 6:53
32524,14933,266,4335,5,"""Not as expected; quality is poor.""",3/03/2024 16:27
26159,12048,257,7173,4,Decent product for the price.,7/09/2024 14:43
19037,8788,1899,886,4,Item arrived damaged.,9/06/2024 18:29
27166,12491,1599,5996,3,"""Not as expected; quality is poor.""",18/10/2025 9:23
35124,16135,1811,5588,5,Highly recommend this brand.,7/03/2025 19:42
12382,5688,1214,4334,4,Value for money.,10/01/2025 5:44
2307,1064,41,291,5,Highly recommend this brand.,16/08/2024 13:09
510,227,832,2657,4,Value for money.,7/08/2024 8:55
3652,1651,972,35,4,Color was different from images.,31/01/2025 10:13
10405,4785,611,541,3,Item arrived damaged.,21/03/2024 21:40
11872,5457,1994,8356,3,Works perfectly!,28/03/2024 7:16
22765,10511,184,5424,5,Item arrived damaged.,11/05/2024 8:58
17839,8247,1130,7852,5,"""Excellent product; will buy again.""",9/03/2025 7:16
2868,1313,1387,4637,3,Item arrived damaged.,21/07/2025 13:17
30944,14212,83,3269,5,Item arrived damaged.,29/10/2025 3:03
40195,18428,249,2847,5,Works perfectly!,19/05/2024 9:03
27006,12424,1308,2552,1,Item arrived damaged.,15/02/2024 13:38
37840,17357,95,5101,4,"""Excellent product; will buy again.""",30/10/2024 11:34
28699,13205,418,127,1,Value for money.,22/02/2025 6:57
19430,8985,408,6326,3,Color was different from images.,15/03/2024 15:44
27501,12647,438,6138,2,Color was different from images.,8/06/2024 17:49
26374,12153,7,1891,5,Decent product for the price.,20/06/2024 4:28
9973,4574,491,1758,4,Decent product for the price.,29/03/2024 19:10
860,385,1562,3716,2,Value for money.,17/02/2024 10:03
7155,3241,1133,8685,4,Color was different from images.,9/04/2025 17:17
11493,5294,1764,6718,5,Fast shipping and good packaging.,1/01/2024 14:44
12699,5831,896,386,5,Fast shipping and good packaging.,15/01/2024 21:37
4598,2093,1188,3542,5,Fast shipping and good packaging.,31/08/2025 18:17
38963,17855,1173,6048,5,Color was different from images.,1/03/2025 17:10
33228,15259,1350,2757,2,Item arrived damaged.,26/07/2024 2:33
27448,12626,1754,2123,3,Value for money.,24/07/2025 8:20
42327,19433,1890,4759,4,Color was different from images.,17/09/2024 11:55
14190,6531,325,3941,2,Works perfectly!,6/01/2024 17:20
15059,6940,734,3339,3,Works perfectly!,9/04/2024 11:51
36281,16666,944,5171,4,Decent product for the price.,11/07/2024 4:00
6417,2897,433,6722,4,Decent product for the price.,1/11/2024 8:11
15664,7228,1834,2950,4,Customer service was helpful.,27/08/2025 21:18
41360,18972,1846,1509,4,Highly recommend this brand.,22/06/2025 19:05
32289,14833,1383,3957,5,Decent product for the price.,3/02/2025 15:58
39705,18209,1101,4942,2,Customer service was helpful.,14/05/2024 2:02
40172,18418,220,254,2,Item arrived damaged.,5/05/2024 20:45
13787,6349,490,5124,4,Fast shipping and good packaging.,5/04/2024 1:34
