orderid,userid,orderdate,orderstatus,orderamount
12882,5355,23/09/2025,completed,698.24
4245,183,23/08/2025,completed,2493.47
14592,2936,3/08/2024,completed,40.54
709,2291,1/11/2024,processing,851.87
4150,8941,26/08/2024,returned,19.76
8790,4001,9/02/2025,returned,292.44
13780,8301,12/09/2024,returned,369.92
13480,8606,18/02/2024,processing,1743.84
2821,6851,5/06/2024,cancelled,1833.85
5324,4,27/11/2024,processing,847.6
8607,2754,26/02/2024,shipped,356.62
10876,6072,30/01/2024,processing,3220.86
12765,2672,3/09/2024,processing,248.05
15427,2862,24/05/2024,returned,786.83
2744,1101,15/07/2025,cancelled,29.43
10478,8669,9/06/2025,shipped,78.74
4741,8525,26/07/2024,cancelled,162.98
8749,1205,16/12/2024,processing,219.58
2538,1849,9/04/2025,shipped,188.15
12026,8543,6/03/2025,shipped,108.97
12314,2635,7/01/2025,cancelled,827.91
13479,6285,30/08/2025,returned,431.12
4351,5496,3/03/2025,completed,90.57
11447,6281,16/09/2024,returned,82.68
18579,6411,12/06/2025,cancelled,23.83
9454,3686,28/08/2024,returned,638.47
19024,7906,9/06/2024,shipped,335.31
6983,4354,15/01/2024,returned,488.58
8576,6075,17/05/2025,cancelled,305.45
17651,2621,22/12/2024,completed,80.56
18299,5415,31/05/2024,returned,219.26
9743,2932,18/10/2024,processing,2432.47
10186,48,3/12/2024,processing,344.26
5121,3244,9/06/2025,processing,349.54
19499,2602,10/02/2024,returned,2515.04
541,6037,11/11/2024,processing,917.26
4523,3439,13/02/2025,returned,2436.47
10750,9578,25/03/2024,returned,183.84
4436,2140,16/08/2024,shipped,174.24
12945,7518,29/04/2024,shipped,10.62
17454,5409,6/02/2024,shipped,799.91
14744,3144,2/04/2025,returned,1632.51
1374,3361,12/11/2025,shipped,1440.1
2959,5183,22/05/2025,shipped,170.53
10971,9834,9/12/2024,completed,832.43
16030,3989,6/07/2025,cancelled,13.34
10116,2849,4/08/2024,completed,184.18
15177,2104,2/03/2024,completed,58.73
7400,6344,27/07/2024,shipped,1879.62
326,6017,22/04/2024,shipped,543.39
8562,9419,19/05/2025,shipped,178.11
10192,7357,18/02/2024,returned,223.28
14484,2549,29/04/2025,cancelled,50.96
3648,6716,1/06/2025,shipped,23.8
14336,3744,29/08/2024,shipped,738.97
6774,7878,8/04/2025,completed,19.77
1808,6344,16/04/2025,shipped,85.79
19924,6941,22/09/2025,returned,65.95
1870,9793,10/12/2024,shipped,128.9
5869,6858,19/02/2025,returned,79.29
14392,2650,27/07/2025,processing,466.25
16381,8094,24/06/2024,completed,377.23
15935,8354,23/05/2024,cancelled,1179.98
5467,8136,21/07/2025,completed,638.66
13558,5617,28/06/2024,completed,68.33
19043,9578,28/12/2024,completed,166.64
9365,6581,8/03/2024,cancelled,1324.21
13185,4445,29/03/2025,shipped,139.3
3216,2660,12/11/2025,returned,542.31
3683,209,30/10/2025,shipped,1659.79
5278,5082,9/11/2025,returned,34.71
18721,2307,17/01/2024,completed,296.42
9734,6267,21/11/2024,returned,1741.87
220,8072,28/11/2024,returned,5220.21
9673,287,18/10/2025,processing,249.36
7060,78,27/04/2024,shipped,140.21
14395,3279,7/04/2024,returned,1006.22
9642,6119,9/10/2024,shipped,6.9
18833,9059,12/09/2024,completed,826.84
9594,967,21/03/2025,cancelled,10.7
12878,5332,13/09/2024,returned,395.06
12902,2264,11/07/2025,returned,1121.87
3316,563,30/08/2025,processing,174.47
10463,5107,22/07/2025,completed,853.07
11020,644,5/03/2024,completed,61.59
10883,3741,6/09/2025,cancelled,1188.62
8894,8642,14/10/2025,returned,1204.25
419,3451,10/08/2025,completed,1612.52
1294,9854,4/12/2024,completed,3105.54
17780,4216,11/03/2024,completed,730.48
14637,168,24/07/2024,returned,1380.23
502,9340,26/06/2025,cancelled,130.31
19492,7644,14/11/2024,processing,390.56
7068,9347,1/06/2024,completed,1260.68
13996,8179,21/12/2024,processing,113.75
2071,8806,19/07/2024,processing,145.01
2497,8072,20/02/2025,shipped,176.25
18219,5279,28/04/2024,returned,173.53
19613,9577,27/06/2024,returned,600.89
12473,5373,19/01/2025,shipped,64.27
3249,7164,9/07/2025,completed,177.39
10207,6240,19/09/2025,returned,277.67
5458,7443,6/04/2025,cancelled,268.16
16726,2196,31/05/2024,processing,574.53
655,3680,12/01/2025,returned,141.72
12796,7310,14/07/2024,processing,182.81
5190,8450,19/02/2025,completed,543.7
16527,8956,20/01/2024,returned,656.6
13899,9367,29/04/2025,shipped,1985.2
63,1271,24/02/2024,completed,1087.18
9451,7206,18/03/2024,processing,2768.64
8515,4532,25/05/2024,completed,612.23
13585,2910,17/09/2024,completed,411.53
4106,4288,15/01/2025,cancelled,1766.34
11267,659,24/09/2025,returned,391.2
19365,4219,9/11/2024,returned,52.93
1917,3625,18/09/2025,returned,227.12
11848,47,17/08/2024,shipped,2644.85
3386,1806,9/03/2024,completed,155.2
2622,6173,3/06/2024,shipped,1124.13
9595,294,5/11/2024,cancelled,168.1
2586,127,5/08/2025,processing,65.6
6441,1736,13/02/2024,shipped,122.6
2348,6681,1/06/2025,returned,45.96
12355,5977,23/07/2025,shipped,2406.01
9815,2707,11/04/2024,cancelled,14.44
10972,7639,11/02/2025,returned,63.98
14500,1349,12/06/2024,processing,238.35
10959,2490,9/09/2024,shipped,139.44
4120,5042,29/08/2025,processing,47.02
1129,2111,11/08/2024,completed,27.07
6001,9529,4/02/2025,shipped,624.72
11690,5746,16/04/2025,shipped,557.48
11695,5364,20/03/2024,shipped,70.23
17285,6559,26/12/2024,shipped,2882.27
2741,7790,30/10/2024,returned,448.63
4299,9768,29/07/2024,cancelled,1603.75
11424,4863,17/11/2024,shipped,307.79
2163,1680,4/10/2024,cancelled,658.91
3283,3154,8/11/2024,cancelled,78.46
2428,6312,16/05/2024,returned,253.95
18943,8146,21/02/2025,processing,1097.96
16735,9519,15/10/2025,completed,488.59
794,2451,4/07/2025,shipped,437.22
2776,712,10/02/2025,returned,136.65
10006,8478,19/03/2025,processing,14.3
5277,2663,2/09/2024,returned,597.63
16605,1718,22/01/2025,cancelled,452.36
13390,5969,26/10/2025,shipped,419.09
7880,3660,20/08/2024,returned,1837.06
13243,3797,18/05/2024,cancelled,58.2
364,2058,14/05/2025,returned,30.66
14704,7652,18/08/2024,returned,1034.57
19415,957,7/10/2024,processing,335.97
19375,6915,22/12/2024,returned,2.72
7181,9474,23/07/2024,shipped,12.14
1271,8660,24/08/2024,processing,181.12
897,1264,18/06/2024,completed,33.11
13788,4406,7/06/2025,returned,51.9
18678,2445,16/09/2024,completed,818.59
175,2754,12/03/2024,processing,694.46
18400,8060,21/03/2024,processing,69.19
613,6524,21/08/2025,shipped,56.08
4397,7521,14/10/2025,completed,199.79
11729,564,4/08/2025,shipped,100.33
10695,9530,25/06/2025,completed,132.06
5975,1446,2/08/2025,returned,215.6
1825,336,14/09/2024,completed,750.57
15907,9467,3/09/2025,shipped,53.41
10905,6253,25/05/2024,processing,113.12
13060,8163,10/03/2025,processing,626.91
17135,2940,17/05/2024,shipped,612.66
6560,8824,3/08/2025,cancelled,1024.05
16355,121,25/10/2025,returned,136.74
16856,4070,5/04/2025,cancelled,144.6
10276,6670,22/03/2024,returned,83.13
18718,9960,21/08/2024,cancelled,35.56
5826,7445,19/05/2024,shipped,2807.11
15340,2895,18/03/2024,shipped,382.71
11706,4629,17/10/2024,completed,10.2
6519,1677,21/03/2025,processing,97.36
7003,9888,12/06/2025,processing,988.72
1425,731,13/02/2024,shipped,4015.79
1897,2856,1/11/2024,returned,226.14
388,2024,21/08/2024,processing,282.68
18105,7791,14/02/2024,cancelled,107.38
6025,7472,13/06/2025,shipped,266.54
10379,2791,22/05/2024,processing,271.08
1778,5699,22/09/2024,completed,308.88
2874,3171,28/04/2024,completed,443.73
17292,4282,10/01/2025,shipped,294.72
5661,1525,16/04/2025,completed,57.87
2047,6742,8/02/2025,returned,236.66
2873,7164,15/07/2025,completed,1217.9
1864,4670,19/06/2024,returned,2949.02
5276,7675,27/02/2024,processing,1168.69
10817,3555,7/09/2025,cancelled,371.57
2560,9842,22/06/2024,cancelled,1452.55
9238,4257,1/01/2025,cancelled,1112.95
15231,3256,27/08/2024,processing,150.71
17138,4877,14/10/2024,returned,219.69
3903,6891,5/03/2025,cancelled,185.31
17376,4856,9/10/2025,returned,385.16
7557,1695,4/10/2025,completed,34.13
15364,9744,5/01/2024,completed,468.63
741,2415,3/05/2025,processing,54.16
3269,1792,22/06/2025,shipped,417.26
12691,5338,17/03/2025,processing,37.01
458,2802,25/02/2025,returned,79.08
19309,5538,8/05/2025,completed,95.08
9834,8999,12/02/2024,shipped,97.68
7345,4562,29/07/2025,cancelled,676.68
10241,473,1/10/2024,cancelled,1250.34
7196,2589,16/07/2025,shipped,3232.29
9516,3548,23/05/2025,completed,627.45
15456,9653,9/05/2025,cancelled,29.53
8106,5537,6/01/2024,processing,941.24
6752,1763,6/06/2024,shipped,3528
16337,2115,25/07/2024,completed,565.01
12736,4746,27/10/2025,shipped,249.04
15718,8168,6/04/2024,returned,153.72
16971,650,7/03/2025,returned,24.92
12006,8593,24/02/2024,shipped,1371.52
3167,9133,31/03/2025,processing,46.12
17624,4989,16/03/2025,cancelled,143.52
7176,3754,19/10/2024,returned,951.69
6249,8392,18/08/2025,completed,328.76
9731,5698,24/03/2024,completed,433.98
10256,1782,19/06/2024,processing,974
98,1491,6/10/2024,cancelled,1435.2
13111,6968,22/08/2024,cancelled,3.61
1603,2232,20/04/2025,returned,382.34
19037,4663,25/03/2024,cancelled,200.09
12916,2188,27/03/2025,shipped,335.61
3344,8342,19/03/2024,cancelled,219.72
9130,5871,20/01/2025,shipped,489.38
9271,6993,14/09/2025,cancelled,142.26
1759,7319,26/01/2024,shipped,30.26
7508,1415,23/05/2024,shipped,676.49
8266,6498,14/08/2025,returned,370.4
16346,8365,29/05/2024,returned,498.37
19452,3080,26/08/2024,cancelled,162.26
17572,6242,20/12/2024,returned,2352
13962,1214,28/12/2024,shipped,238.51
2266,161,31/08/2025,completed,1059.41
10584,3244,18/05/2025,cancelled,132.06
1892,714,10/07/2025,shipped,19.51
1755,4079,7/06/2024,cancelled,24.61
5739,2325,10/07/2025,returned,212.46
10815,5948,12/02/2025,processing,27.69
9450,5322,1/08/2024,cancelled,174.35
14393,7063,11/03/2025,cancelled,210.7
5673,2923,31/07/2025,completed,223.87
15468,6381,7/04/2025,cancelled,186.74
10580,2118,5/12/2024,returned,1522.12
16245,6261,3/11/2025,returned,211.2
3396,5417,8/06/2025,cancelled,667.59
7598,5192,14/08/2025,processing,210.13
17472,6538,5/07/2025,cancelled,85.14
17804,8196,18/10/2025,cancelled,1233.14
8047,6503,20/02/2025,processing,57.45
10374,262,12/11/2024,returned,153.63
1946,1081,28/02/2025,returned,44.33
14093,9410,2/12/2024,cancelled,442.88
7066,8333,12/04/2024,completed,894.12
13728,360,24/02/2025,completed,230.41
3550,636,31/12/2024,processing,513.2
16419,7166,2/05/2024,returned,97.42
19293,9515,23/05/2025,cancelled,190.73
6069,9939,2/09/2025,processing,541.54
6879,3860,19/07/2024,processing,188.64
13413,5745,23/06/2024,shipped,20.06
11929,9726,2/02/2024,cancelled,23.86
19935,2187,12/05/2025,cancelled,164.21
10536,3740,15/08/2025,processing,1251.01
11229,6765,28/07/2025,cancelled,180.56
12166,1118,19/09/2024,shipped,1742.92
1035,3072,6/12/2024,shipped,790.28
8964,2133,19/10/2025,shipped,391.52
11735,9587,10/11/2025,shipped,762.39
4334,8824,16/03/2024,completed,494.66
5033,594,4/11/2025,completed,533.63
13652,4903,4/08/2025,cancelled,3487.22
4633,319,9/01/2025,shipped,220.65
16473,4679,3/06/2024,processing,236.82
4428,1668,29/05/2025,completed,1049.55
14712,5577,6/06/2024,returned,475.6
788,6555,3/11/2025,cancelled,653.76
10287,4311,24/01/2025,processing,999.91
6327,2894,11/04/2024,cancelled,174.59
11811,5332,18/09/2025,cancelled,136.66
18362,7127,1/01/2024,processing,1196.66
10280,688,3/05/2025,completed,239.16
9394,6025,3/06/2024,returned,128.53
5064,2782,13/06/2025,cancelled,61.52
10332,8552,27/07/2024,completed,186.13
19238,4447,22/11/2024,completed,126.16
6108,3517,28/06/2024,returned,468.68
15165,288,4/03/2024,processing,442.79
17903,6425,9/01/2025,completed,534.87
18285,921,8/10/2025,completed,50.13
51,1487,24/03/2025,returned,49.59
9592,9950,26/12/2024,returned,647.61
18422,8735,26/08/2025,processing,44.59
13376,7775,10/01/2024,returned,139.14
6540,3429,31/05/2024,processing,609.93
8670,6956,12/11/2025,processing,779.12
16722,1178,5/07/2025,cancelled,46.81
1124,8146,12/08/2024,completed,260.02
10340,4479,12/04/2024,processing,992.56
8315,6701,8/05/2025,completed,364.29
8356,4488,1/05/2025,completed,293.61
16994,5803,13/10/2024,completed,6066.85
15853,8025,28/06/2025,returned,2037.89
16874,6820,25/05/2024,returned,75.18
16264,2432,24/05/2025,completed,52.18
13619,4833,10/01/2024,processing,614.29
13094,5621,19/10/2025,completed,912.6
6796,5564,7/05/2025,returned,1713.11
12492,309,22/07/2025,completed,165.4
18982,5544,22/08/2024,processing,826.18
16759,7293,15/03/2025,returned,11.31
14496,7298,4/04/2024,shipped,104.76
6510,8906,9/10/2024,returned,109.92
11691,3846,15/03/2024,cancelled,925.72
18327,7439,17/09/2025,completed,2066.58
2248,2718,13/03/2025,processing,253.58
5032,5607,11/04/2024,shipped,148.55
1375,546,5/12/2024,completed,2510.02
9261,9781,7/03/2025,processing,660.72
15641,2366,6/08/2025,processing,516.98
6853,7947,8/09/2025,completed,1359.4
5322,4294,25/07/2025,returned,1478.26
18092,8965,13/04/2024,shipped,2168.79
7417,9941,11/05/2025,completed,335.3
9655,4289,19/04/2025,completed,138.89
248,7067,1/12/2024,processing,350.41
17682,4071,25/09/2024,shipped,144.93
12469,1449,3/09/2024,returned,130.56
19660,6147,31/03/2024,shipped,1077.43
13580,7354,3/03/2025,completed,236.34
8271,9321,19/07/2025,cancelled,64.39
12043,3835,6/08/2025,shipped,363.88
16166,6903,20/08/2025,returned,127.5
294,3889,16/04/2024,cancelled,827.12
18784,6851,9/07/2025,processing,845.61
2837,3766,26/03/2025,returned,675.24
3998,2344,28/09/2024,cancelled,267.83
10289,6947,30/07/2025,processing,36.32
18882,961,7/06/2025,processing,300.67
15223,2315,21/06/2024,completed,48.15
19768,9575,8/06/2024,cancelled,1773.54
8325,7731,20/02/2025,shipped,771.84
1673,7047,13/02/2024,processing,21.41
6500,3169,21/09/2025,cancelled,984.2
10918,7482,4/12/2024,completed,46
13379,975,1/08/2025,returned,637.3
5778,1870,4/02/2025,returned,300.82
19149,1342,5/01/2025,cancelled,45.14
2855,4987,3/07/2024,shipped,625.55
15557,2747,17/06/2024,completed,469.98
5734,8549,2/05/2024,cancelled,441.77
7728,7568,28/02/2025,completed,546.73
3644,9485,30/07/2024,cancelled,1731.79
12960,4957,16/03/2024,cancelled,106.93
96,2173,28/07/2024,shipped,178.96
8429,1435,4/02/2025,completed,39.07
5506,8645,1/11/2025,returned,990.32
4990,6206,19/05/2024,cancelled,578.19
5886,5185,28/09/2025,shipped,20.74
14971,4907,31/07/2025,shipped,74.86
9766,1927,19/09/2024,returned,239.47
969,3073,18/04/2024,shipped,203.42
1065,3792,21/06/2024,processing,375.19
10403,5606,9/08/2025,processing,182.33
15094,646,12/02/2024,processing,160.74
6341,3820,28/02/2024,completed,239.97
14745,5595,21/12/2024,completed,190.22
6499,2842,9/04/2025,shipped,373.09
276,2287,3/12/2024,cancelled,920.84
1874,2838,19/02/2024,returned,30.59
7229,2009,25/12/2024,processing,21.06
14903,8137,2/05/2025,processing,53.8
5014,3476,10/11/2025,cancelled,707.79
7035,1512,15/07/2024,returned,51.75
8023,4141,29/07/2025,cancelled,458
18055,1479,23/09/2025,shipped,355.13
7770,5227,3/06/2025,cancelled,1090.63
16703,3779,17/09/2025,processing,1564.57
19488,1255,18/07/2024,completed,18.76
17887,4104,14/08/2025,returned,362.11
3293,6397,27/01/2024,processing,1403.85
6197,5008,18/12/2024,processing,244.27
16189,9660,15/03/2024,completed,92.24
6205,3648,9/11/2024,processing,585.44
3769,4428,24/07/2024,completed,3350.46
15303,5618,25/11/2024,completed,2093.55
8368,9298,18/03/2024,shipped,304.83
15895,5698,3/11/2024,completed,409.63
16327,4359,13/08/2025,shipped,46.59
2155,6850,7/07/2024,cancelled,701.36
8101,1614,17/07/2024,processing,420.78
11076,6405,17/05/2024,processing,333.23
5957,1712,14/01/2024,cancelled,54.64
641,1191,23/06/2024,processing,52.53
2394,4942,24/02/2025,completed,4022.28
11665,8092,7/02/2024,processing,523.66
14354,1521,31/12/2024,shipped,519.95
6950,632,3/12/2024,cancelled,56.18
18574,806,28/01/2024,cancelled,503.48
1020,9694,23/01/2024,processing,306.95
14096,4420,1/06/2024,shipped,254.22
12377,5928,10/06/2025,completed,1268.36
16488,7596,23/07/2025,cancelled,418.41
7812,8994,25/01/2024,shipped,1040.89
16992,7755,7/07/2024,completed,243.03
14840,206,3/10/2024,returned,37.54
7138,9420,19/12/2024,shipped,897.8
1032,255,26/10/2024,cancelled,47.35
8622,3990,8/01/2025,returned,763.44
12943,6755,6/08/2024,shipped,18.5
14507,1642,7/05/2024,shipped,185.36
6767,9697,26/01/2025,cancelled,284.53
6105,4846,8/02/2024,returned,892.85
3901,3282,12/03/2024,processing,303.15
9209,5026,8/05/2025,processing,99.42
11838,4876,28/07/2025,processing,637.28
19022,5961,5/10/2025,completed,184.09
13010,8103,29/06/2024,shipped,1286.75
10967,3460,12/07/2025,processing,236.06
2174,6492,4/07/2024,returned,38.32
10511,5424,11/01/2024,shipped,533.52
12724,8721,26/07/2024,completed,124.34
1496,675,30/01/2024,completed,1435.18
3459,7528,7/02/2025,processing,116.62
7235,8672,5/10/2024,processing,783.28
5442,1294,19/05/2025,shipped,682.71
18344,8977,30/09/2025,returned,257.03
13439,6749,2/07/2024,cancelled,67.54
10839,6698,12/07/2025,shipped,4.51
12266,6279,26/06/2025,cancelled,224.44
7021,1823,22/08/2025,cancelled,790.95
8982,4638,24/01/2025,shipped,30.59
19852,989,30/03/2024,cancelled,11.41
12038,1806,11/02/2024,shipped,2.75
2878,9697,2/05/2024,cancelled,561.48
8367,5435,15/07/2024,shipped,1586.52
4869,4091,30/08/2025,cancelled,68.6
160,6265,18/04/2024,shipped,105.34
11871,8565,20/12/2024,completed,1772.61
12829,2043,7/03/2025,processing,126.49
1149,8256,11/12/2024,returned,10.52
5915,7410,24/11/2024,returned,98.55
2378,8975,17/04/2024,returned,436.11
2564,2390,28/07/2024,shipped,1781.38
18347,1393,3/07/2025,shipped,2006.72
1713,7996,3/11/2024,shipped,247.5
4142,3539,19/07/2025,processing,1953.03
18720,5265,25/07/2024,processing,69.84
2699,4055,23/06/2024,returned,537.22
9448,5664,8/10/2025,completed,1413.41
15146,8183,10/07/2025,shipped,361.46
2472,60,29/01/2025,cancelled,81.47
2915,4014,5/10/2024,shipped,49.48
9103,7490,19/10/2025,completed,659.22
9349,9816,22/02/2025,shipped,22.11
17962,7414,26/03/2025,cancelled,1181.64
11332,9053,18/06/2024,processing,475.17
16808,4990,19/12/2024,cancelled,5117.51
12452,2585,22/07/2024,completed,122.03
13772,9941,8/05/2025,returned,126.74
16291,6009,5/07/2024,processing,300.9
815,6975,20/02/2024,completed,48.2
11760,8114,29/05/2025,shipped,48.72
16313,499,3/03/2025,processing,12.31
16495,2301,15/01/2025,completed,2066.26
6592,4136,2/01/2025,returned,27.23
2756,1722,30/04/2025,completed,84.27
1531,8269,3/08/2025,cancelled,293.66
18456,9856,27/03/2024,shipped,964.86
18739,6000,3/03/2024,cancelled,939.78
18142,3112,13/02/2025,processing,185.56
7983,5412,20/10/2025,cancelled,463.66
12239,1919,20/02/2024,processing,588.11
10227,9531,25/04/2024,shipped,366.84
14215,7190,12/09/2024,completed,167.86
16788,8772,8/05/2025,returned,354.31
3350,3907,18/07/2024,returned,62.75
18945,5780,28/05/2025,returned,220.64
6208,4211,27/02/2024,shipped,115.22
1754,1816,27/02/2024,completed,455.87
3110,3565,17/01/2024,returned,227.93
15309,4879,6/11/2024,returned,1551.97
6905,1065,19/08/2025,shipped,545.45
6690,573,29/06/2025,returned,2.48
